NDF-RT,SNOMED,CommonName,Score,ICD11Code,SpecificMatch,BroadName
N0000180309,187803004,Malignant neoplasm of perinephric tissue,76.59574468,2,Neoplasms,Malignant neoplasm metastases
N0000180309,363518003,Malignant tumor of kidney,71.42857143,X,Extension Codes,Malignant tumours
N0000180309,188250002,Malignant tumor of kidney parenchyma,69.23076923,X,Extension Codes,Malignant tumours
N0000180309,363478007,Malignant tumor of thyroid gland,69.23076923,X,Extension Codes,Malignant tumours
N0000180309,126880001,Neoplasm of kidney,75.86206897,2,Neoplasms,Primary neoplasm of brain of unknown or unspecified type
N0000180309,127018007,Neoplasm of thyroid gland,78.04878049,5,"Endocrine, nutritional or metabolic diseases",Disorders of the thyroid gland or thyroid hormones system
N0000180309,94889006,Neoplasm of uncertain behavior of kidney,85.33333333,2,Neoplasms,Neoplasms of uncertain behaviour of colon
N0000180309,93849006,Primary malignant neoplasm of kidney,76.59574468,2,Neoplasms,Malignant neoplasm metastases
N0000180309,254918001,Sarcoma of kidney,69.23076923,16,Diseases of the genitourinary system,Certain specified disorders of kidney or ureter
N0000180309,94360002,Metastatic malignant neoplasm to kidney,79.51807229,2,Neoplasms,Malignant neoplasm metastasis in lymph nodes
N0000180309,254914004,Neoplasm of parenchyma of kidney,69.09090909,2,Neoplasms,Primary neoplasms of brain
N0000180309,702391001,Renal cell carcinoma,82.35294118,2,Neoplasms,Intraepidermal squamous cell carcinoma
N0000180309,424952003,Sarcoma of soft tissue,77.77777778,2,Neoplasms,Neoplasms of uncertain behaviour of connective or other soft tissue
N0000021093,14760008,Constipation,100,6,"Mental, behavioural or neurodevelopmental disorders",Encopresis with constipation or overflow incontinence
N0000148697,128302006,Chronic hepatitis C,100,1,Certain infectious or parasitic diseases,Chronic hepatitis C
N0000148697,50711007,Viral hepatitis C,100,1,Certain infectious or parasitic diseases,Viral hepatitis
N0000148697,372244006,Malignant melanoma,76.59574468,X,Extension Codes,"Nevi and melanomas, malignant"
N0000148697,109994006,Essential thrombocythemia,73.07692308,3,Diseases of the blood or blood-forming organs,Congenital thrombocytopenia
N0000148697,399956005,Melanocytic neoplasm,70.96774194,2,Neoplasms,Melanocytic naevus with severe melanocytic dysplasia
N0000181831,90560007,Gout,46.15384615,13,Diseases of the digestive system,Glossitis
N0000146801,5158005,Gilles de la Tourette's syndrome,76.19047619,4,Diseases of the immune system,Good syndrome
N0000146801,83746006,Chronic schizophrenia,100,6,"Mental, behavioural or neurodevelopmental disorders",Schizophrenia
N0000146801,238973003,Delusions of parasitosis,62.22222222,1,Certain infectious or parasitic diseases,Late lesions of pinta
N0000147988,27052006,Vivax malaria,100,1,Certain infectious or parasitic diseases,Malaria
N0000147988,415125002,Pneumocystosis pneumonia,100,1,Certain infectious or parasitic diseases,Pneumocystosis
N0000147988,61462000,Malaria,100,1,Certain infectious or parasitic diseases,Human immunodeficiency virus disease associated with malaria
N0000147996,17366009,Atrial arrhythmia,85.71428571,11,Diseases of the circulatory system,Cardiac arrhythmia
N0000147996,49436004,Atrial fibrillation,77.41935484,11,Diseases of the circulatory system,Idiopathic ventricular fibrillation
N0000147996,195080001,INCOMPLETE,100,18,"Pregnancy, childbirth or the puerperium",Obstructed labour due to incomplete rotation of fetal head
N0000147996,5370000,Atrial flutter,60,11,Diseases of the circulatory system,Acquired atrial abnormality
N0000147996,195069001,Atrial paroxysmal tachycardia,60.71428571,11,Diseases of the circulatory system,Acquired atrial abnormality
N0000147996,276796006,Atrial tachycardia,61.11111111,11,Diseases of the circulatory system,Cardiac arrhythmia
N0000147996,419671004,Catecholaminergic polymorphic ventricular tachycardia,62.85714286,11,Diseases of the circulatory system,Left ventricular failure
N0000147996,426749004,Chronic atrial fibrillation,64.51612903,1,Certain infectious or parasitic diseases,Chronic deep bacterial folliculitis
N0000147996,425615007,Chronic atrial flutter,66.66666667,1,Certain infectious or parasitic diseases,Chronic deep bacterial folliculitis
N0000147996,282825002,Paroxysmal atrial fibrillation,62.29508197,11,Diseases of the circulatory system,Atrial premature depolarization
N0000147996,427665004,Paroxysmal atrial flutter,61.81818182,8,Diseases of the nervous system,Paroxysmal autonomic disorders
N0000147996,67198005,Paroxysmal supraventricular tachycardia,62.74509804,11,Diseases of the circulatory system,Supraventricular rhythm disturbance
N0000147996,12026006,Paroxysmal tachycardia,62.5,8,Diseases of the nervous system,Paroxysmal autonomic disorders
N0000147996,66657009,Paroxysmal ventricular tachycardia,68.85245902,11,Diseases of the circulatory system,Ventricular tachyarrhythmia
N0000147996,440028005,Permanent atrial fibrillation,66.66666667,11,Diseases of the circulatory system,Atrial premature depolarization
N0000147996,440059007,Persistent atrial fibrillation,62.29508197,11,Diseases of the circulatory system,Atrial premature depolarization
N0000147996,72654001,Supraventricular arrhythmia,81.48148148,11,Diseases of the circulatory system,Ventricular tachyarrhythmia
N0000147996,6456007,Supraventricular tachycardia,72.72727273,11,Diseases of the circulatory system,Supraventricular rhythm disturbance
N0000147996,44103008,Ventricular arrhythmia,89.79591837,11,Diseases of the circulatory system,Ventricular tachyarrhythmia
N0000147996,74390002,Wolff-Parkinson-White pattern,52,8,Diseases of the nervous system,Atypical parkinsonism
N0000148003,83458005,Agitated depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,191659001,Atypical depressive disorder,80.85106383,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,192080009,Chronic depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,442057004,Chronic depressive personality disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Personality disorder
N0000148003,14183003,"Chronic major depressive disorder, single episode",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,2618002,Chronic recurrent major depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Recurrent depressive disorder
N0000148003,35489007,Depressive disorder,100,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,78667006,Dysthymia,66.66666667,12,Diseases of the respiratory system,Asthma
N0000148003,2506003,Early onset dysthymia,57.14285714,1,Certain infectious or parasitic diseases,Early syphilis
N0000148003,300706003,Endogenous depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,274948002,Endogenous depression - recurrent,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,231499006,Endogenous depression first episode,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,321717001,Involutional depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,19694002,Late onset dysthymia,55.55555556,13,Diseases of the digestive system,Infant dyschezia
N0000148003,63412003,Major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,30605009,Major depression in partial remission,76.92307692,6,"Mental, behavioural or neurodevelopmental disorders","Delusional disorder, in partial remission"
N0000148003,42810003,Major depression in remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,70747007,"Major depression single episode, in partial remission",76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,320751009,"Major depression, melancholic type",59.74025974,6,"Mental, behavioural or neurodevelopmental disorders",Current depressive episode with melancholia
N0000148003,36923009,"Major depression, single episode",78.78787879,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,19527009,Single episode of major depression in full remission,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,370143000,Major depressive disorder,86.36363636,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,42925002,"Major depressive disorder, single episode with atypical features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,69392006,"Major depressive disorder, single episode with catatonic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,63778009,"Major depressive disorder, single episode with melancholic features",84.74576271,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,231500002,Masked depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,84788008,Menopausal depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,87512008,Mild major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,79298009,"Mild major depression, single episode",76.05633803,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
N0000148003,40379007,Mild recurrent major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,310496002,Moderate depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,832007,Moderate major depression,76.92307692,19,Certain conditions originating in the perinatal period,Birth depression
N0000148003,15639000,"Moderate major depression, single episode",77.33333333,6,"Mental, behavioural or neurodevelopmental disorders",Single episode depressive disorder
